lemma	rbn_id	synset_id	pos	ODWN_gloss	hypernym(s)	hypernym_gloss	ILI_English_gloss				
arrondissementsrechtbank	r_n-3962	odwn-10-105895624-n	n	rechtbank	eng-30-08112402-n	the body of individuals qualified to practice law in a particular jurisdiction					
vertaler	r_n-40514_sub_2	odwn-10-103985128-n	n		eng-30-00007846-n	a human being					
scheren	r_v-7000	odwn-10-100926348-v	v	haar afsnijden;cut her	eng-30-01511706-v	cause to move forward with force					
minderbroeder	r_n-23913	odwn-10-105077986-n	n	Franciscaner monnik	eng-30-10112129-n	a male religious living in a cloister and devoting himself to contemplation and prayer and work					
blootgeven	r_v-1772	odwn-10-104107521-v	v	je zwakheid tonen;show your weakness	eng-30-02110927-v	cause to experience or suffer or make liable or vulnerable to					
bedrijfsarts	r_n-6181	odwn-10-105695075-n	n	arts in een bedrijf;doctor in a company	eng-30-10020890-n	a licensed medical practitioner					
feeks	r_n-13095	odwn-10-101409478-n	n	bijdehand meisje;smart girl	eng-30-09917593-n	a young person of either sex					
amalgama	r_n-3368	odwn-10-104746325-n	n	mengelmoes;hodgepodge	eng-30-08398773-n	a collection containing a variety of sorts of things					
verdiepen	r_v-8848	odwn-10-109974975-v	v	uitdiepen;deepen	eng-30-00515154-v	subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition					
gaslucht	r_n-13987	odwn-10-105015608-n	n	geur van gas;smell of gas	eng-30-04980008-n	any property detected by the olfactory system					
balk	r_n-5807	odwn-10-101728976-n	n	band;band	eng-30-00263642-n	the act of making a visible mark on a surface					
theezeefje	r_n-37572	odwn-10-108968010-n	n	zeefje om theeblaadjes op te vangen;sieve to collect tea leaves	eng-30-04216634-n	a strainer for separating lumps from powdered material or grading particles					
vredesactivist	r_n-41797	odwn-10-101541267-n	n	iemand die actie t.b.v. de vrede;person action serving peace	eng-30-10315837-n	a militant reformer					
validiteit	r_n-39529	odwn-10-106617602-n	n	toestand v.d. lichamelijke gezondheid;state of the physical health	eng-30-04715487-n	the quality of having the properties that are right for a specific purpose					
rozenkrans	r_n-32166	odwn-10-109422547-n	n	serie gebeden;series of prayers	eng-30-01041968-n	the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving)					
roofmoord	r_n-32020	odwn-10-102655057-n	n	misdaad van moord en beroving;crime of murder and robbery	eng-30-00220522-n	unlawful premeditated killing of a human being by a human being					
carré	r_n-9093	odwn-10-101427414-n	n	gebakje	eng-30-07622708-n	any of various baked foods made of dough or batter					
onderneming	r_n-25925	odwn-10-108163299-n	n	grote klus	eng-30-00719705-n	a specific piece of work required to be done as a duty or for a specific fee					
reformatie	r_n-30954	odwn-10-107863191-n	n	hervorming van zeden of tucht;reform of morals or discipline	eng-30-00260622-n	a change for the better as a result of correcting abuses					
kabelbaan	r_n-18738_sub_2	odwn-10-101331855-n	n		eng-30-03100490-n	something that serves as a means of transportation					
telefoon	r_n-37240	odwn-10-101883690-n	n	telefoongesprek	eng-30-07186828-n	earnest or urgent request					
valsheid	r_n-39555	odwn-10-100461300-n	n	bedrieglijkheid;fallacy	eng-30-06193203-n	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways					
struik	r_n-36371	odwn-10-100609102-n	n	krop bladgroente	eng-30-00004475-n	a living thing that has (or can develop) the ability to act or function independently					
beschieten	r_v-1368	odwn-10-105234290-v	v	schieten op;shoot	eng-30-01511706-v	cause to move forward with force					
degenereren	r_v-2131	odwn-10-102516712-v	v	ontaarden;degenerate	eng-30-00092293-v	grow worse					
volstorten	r_v-9676	odwn-10-105513043-v	v	stortend vullen;collapsing fill	eng-30-01508368-v	propel through the air					
spartelen	r_v-7337	odwn-10-109024644-v	v	wild bewegen;wild move	eng-30-01831531-v	move so as to change position, perform a nontranslational motion					
tranendal	r_n-38271	odwn-10-101452663-n	n	droevige plaats;sad place	eng-30-08664443-n	a point located with respect to surface features of some region					
bakken	r_v-1045	odwn-10-104148071-v	v	zakken voor een examen;fail an exam	eng-30-02528380-v	be unsuccessful					
munitiedepot	r_n-24404	odwn-10-109846133-n	n	opslagplaats voor munitie;storehouse for ammunition	eng-30-04329190-n	a depository for goods					
wordingsgeschiedenis	r_n-43587	odwn-10-107330671-n	n	geschiedenis v.h. ontstaan;history v.h genesis	eng-30-15121406-n	the aggregate of past events					
zilveruitje	r_n-44178	odwn-10-106964718-n	n	ingemaakt uitje	eng-30-07707451-n	edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant					
profielschets	r_n-29839	odwn-10-100398085-n	n	persoonsbeschrijving bij een functie;person with a job description	eng-30-06724763-n	a statement that represents something in words					
gasaansteker	r_n-13959	odwn-10-107560177-n	n	aansteker op gas;lighter gas	eng-30-03666591-n	a device for lighting or igniting fuel or charges or fires					
metselen	r_v-4674	odwn-10-102901617-v	v	met stenen bouwen;built with stones	eng-30-01654628-v	make by combining materials and parts					
bliksembezoek	r_n-7556	odwn-10-105923164-n	n	heel kort bezoek;brief visit	eng-30-01233156-n	the act of going to see some person or place or thing for a short time					
afslanken	r_v-745	odwn-10-105376062-v	v	(organisatie) kleiner maken;organization make it smaller	eng-30-00240571-v	become smaller or draw together					
barones	r_n-6002	odwn-10-100884497-n	n	vrouw van baron;wife of Baron	eng-30-10242791-n	a woman of the peerage in Britain					
heksenketel	r_n-16573	odwn-10-105542179-n	n	lawaaiige drukke toestand;noisy busy state	eng-30-13976322-n	a state of extreme confusion and disorder					
bedscène	r_n-6210	odwn-10-106835775-n	n	erotische scène;erotic scene	eng-30-07009808-n	a subdivision of an act of a play					
tegenkandidaat	r_n-37138	odwn-10-105875095-n	n	tweede kandidaat	eng-30-09773245-n	someone who offers opposition					
bewustzijn	r_n-7141	odwn-10-108308467-n	n	zintuiglijk besef;sensory awareness	eng-30-13920835-n	a state at a particular time					
huiselijkheid	r_n-17350	odwn-10-106540218-n	n	gezelligheid thuis;cosiness home	eng-30-14446298-n	a state of warm snug comfort					
winkelstraat	r_n-43313	odwn-10-101318075-n	n	straat met vooral winkels	eng-30-04334599-n	a thoroughfare (usually including sidewalks) that is lined with buildings					
rif	r_n-31622	odwn-10-104021631-n	n	rotsen vlak onder water langs de kust;flat rocks underwater along the coast	eng-30-09366317-n	a raised or elevated geological formation					
parlementszetel	r_n-27713	odwn-10-103871916-n	n	zetel in het parlement	eng-30-13931627-n	the state of being a member					
hartklep	r_n-16383	odwn-10-105043409-n	n	klep in het hart;valve in the heart	eng-30-00002684-n	a tangible and visible entity; an entity that can cast a shadow					
zoenen	r_v-10296	odwn-10-104685540-v	v	kussen;pillow	eng-30-01205696-v	be in direct physical contact with; make contact					
winterschilder	r_n-43354	odwn-10-109962773-n	n	huisschilder tegen wintertarief	eng-30-10189179-n	a painter of houses a similar buildings					
dogger	r_n-11192	odwn-10-109430165-n	n	visser in kabeljauwvisserij	eng-30-10093658-n	someone whose occupation is catching fish					
ministerraad	r_n-23955	odwn-10-108201578-n	n	ministers samen als regering;as government ministers together	eng-30-08324514-n	a special group delegated to consider some matter					
omkiepen	r_v-5053	odwn-10-107887438-v	v	omgooien;upset	eng-30-01970826-v	move downward and lower, but not necessarily all the way					
tremor	r_n-38447	odwn-10-108771752-n	n	trilling bij zenuwziekte;vibration in motor neurone disease	eng-30-14004572-n	a shaky motion					
wethouder	r_n-43100	odwn-10-105312719-n	n	lid v.h. gemeentebestuur	eng-30-09623038-n	a person who rules or guides or inspires others					
zwartwerker	r_n-44568	odwn-10-102832930-n	n	iemand die zwart werkt;someone who works black	eng-30-10241300-n	someone who works with their hands; someone engaged in manual labor					
gastdocent	r_n-14011	odwn-10-101705068-n	n	uitgenodigde docent;invited lecturer	eng-30-10694258-n	a person whose occupation is teaching					
schrobben	r_v-7089	odwn-10-100507126-v	v	reinigen met een borstel;cleaning with a brush	eng-30-01532589-v	make clean by removing dirt, filth, or unwanted substances from					
bijzetten	r_v-1672_sub_1	odwn-10-104045152-v	v		eng-30-00182406-v	make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of					
titelgevecht	r_n-37783	odwn-10-108696875-n	n	gevecht om de titel v.e. kampioenschap;fight for the title of a championship	eng-30-07456188-n	an occasion on which a winner is selected from among two or more contestants					
plamuren	r_v-6291	odwn-10-107501128-v	v	met plamuur bestrijken;with filler cover	eng-30-00515154-v	subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition					
keelpijn	r_n-19255	odwn-10-107036670-n	n	pijn in de keel;pain in the throat	eng-30-14322699-n	a symptom of some physical hurt or disorder					
combo	r_n-9591	odwn-10-108188391-n	n	klein orkest;small orchestra	eng-30-08249038-n	instrumentalists not including string players					
spreiden	r_v-7405	odwn-10-107689053-v	v	uiteen plaatsen;places apart	eng-30-02467662-v	separate into parts or portions					
del	r_n-10612	odwn-10-109891911-n	n	ordinaire vrouw;ordinary woman	eng-30-10787470-n	an adult female person (as opposed to a man)					
verkeersongeval	r_n-40160	odwn-10-104139440-n	n	ongeluk in het wegverkeer;in road accident	eng-30-07301336-n	an unfortunate mishap; especially one causing damage or injury					
stelpen	r_v-7477	odwn-10-104615501-v	v	vloeien stoppen;flow stop	eng-30-01859221-v	cause to stop					
jaargang	r_n-18347	odwn-10-102037826-n	n	één jaar van krant of tijdschrift;one year of newspaper or magazine	eng-30-08459648-n	a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding					
pensionhouder	r_n-28149	odwn-10-104847010-n	n	eigenaar v.e. pension;owner of a guesthouse	eng-30-10388924-n	(law) someone who owns (is legal possessor of) a business					
ziel	r_n-44099	odwn-10-107370882-n	n	zielig iemand;pathetic person	eng-30-00007846-n	a human being					
opstaan	r_v-5800	odwn-10-100442435-v	v	oprijzen;emerge	eng-30-01831531-v	move so as to change position, perform a nontranslational motion					
dwangneurose	r_n-11866	odwn-10-103527285-n	n	aandoening die dwangmatig doet handelen;condition does act compulsively	eng-30-14061805-n	impairment of normal physiological function affecting part or all of an organism					
gelijkberechtiging	r_n-14472	odwn-10-105441139-n	n	rechtsgelijkheid;equality	eng-30-04745370-n	the quality of lacking diversity or variation (even to the point of boredom)					
darmkanker	r_n-10431	odwn-10-102128082-n	n	kanker in darmen;in bowel cancer	eng-30-14239918-n	any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream					
spreekbuis	r_n-35233	odwn-10-103948035-n	n	apparaat die de stem versterkt;device that amplifies the voice	eng-30-10630188-n	someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)					
kalebas	r_n-18828	odwn-10-109200005-n	n	siervrucht;ornamental fruit	eng-30-07705931-n	edible reproductive body of a seed plant especially one having sweet flesh					
VPRO	r_n-41760	odwn-10-108350367-n	n	Nederlandse omroepvereniging	eng-30-08002015-n	a company that manages tv or radio stations					
muur	r_n-24431	odwn-10-108262099-n	n	bepaalde kruidachtige plantensoort uit de anjer familie;certain herbaceous plant species in the carnation family	eng-30-00004475-n	a living thing that has (or can develop) the ability to act or function independently					
zijn	r_v-10263_sub_1	odwn-10-101299418-v	v		eng-30-02415831-v	keep busy with					
aanhouden	r_v-89	odwn-10-104288817-v	v	iets blijven volhouden, vragen;anything persist , questions	eng-30-00752764-v	express the need or desire for; ask for					
tussenpersoon	r_n-38775_sub_2	odwn-10-109108006-n	n	contactpersoon;contactpersoon;aanspreekpunt;tussenpersoon;middleman;point	eng-30-09624559-n	a negotiator who acts as a link between parties					
wortel	r_n-43605	odwn-10-103522851-n	n	(eetbare deel van deze) plant;edible part of these plant	eng-30-00004475-n	a living thing that has (or can develop) the ability to act or function independently					
ontrukken	r_v-5333	odwn-10-103520197-v	v	ontnemen;depriving	eng-30-02314275-v	take away possessions from someone					
promotiefilm	r_n-29915	odwn-10-102206128-n	n	film bedoeld om iets bekend te maken	eng-30-06396644-n	a short section or illustration (as between radio or tv programs or in a magazine) that is often used for advertising					
spiegeling	r_n-34987	odwn-10-107997430-n	n	spiegelbeeld;mirror image	eng-30-03925226-n	a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material					
natuurijs	r_n-24685	odwn-10-104350551-n	n	natuurlijk ijs;natural ice	eng-30-04362025-n	the outer boundary of an artifact or a material layer constituting or resembling such a boundary					
kleinigheidje	r_n-19765	odwn-10-109912525-n	n	presentje	eng-30-13268842-n	something presented as a gift					
overzichtskaart	r_n-27250	odwn-10-101794228-n	n	kaart met overzicht v.e. gebied, gebouw;card list of a area , building	eng-30-03720163-n	'a diagrammatic representation of the earth''s surface (or part of it)'					
uitwerking	r_n-39200	odwn-10-104290810-n	n	effect;effect	eng-30-11410625-n	a phenomenon that follows and is caused by some previous phenomenon					
ingrijpen	r_v-3407	odwn-10-109151575-v	v	opereren;operate	eng-30-02550296-v	provide care for					
